year_BP,d18O,d13C,REF
323,-5.12,-8.42,"Wang et al 2017, Nature"
331,-4.91,-7.79,"Wang et al 2017, Nature"
339,-5.19,-8.6,"Wang et al 2017, Nature"
347,-5.2,-8.7,"Wang et al 2017, Nature"
355,-5.22,-9.07,"Wang et al 2017, Nature"
363,-5,-8.75,"Wang et al 2017, Nature"
371,-5.29,-8.58,"Wang et al 2017, Nature"
379,-5.06,-8.55,"Wang et al 2017, Nature"
387,-5.02,-8.45,"Wang et al 2017, Nature"
395,-5.5,-8.28,"Wang et al 2017, Nature"
403,-6.2,-9.19,"Wang et al 2017, Nature"
407,-5.31,-8.08,"Wang et al 2017, Nature"
411,-5.26,-8.46,"Wang et al 2017, Nature"
414,-5.28,-9.2,"Wang et al 2017, Nature"
418,-4.98,-8.65,"Wang et al 2017, Nature"
422,-5.66,-9.23,"Wang et al 2017, Nature"
425,-5.49,-8.46,"Wang et al 2017, Nature"
429,-5.26,-8.85,"Wang et al 2017, Nature"
433,-5.6,-8.55,"Wang et al 2017, Nature"
437,-5.67,-8.91,"Wang et al 2017, Nature"
440,-5.87,-9.38,"Wang et al 2017, Nature"
444,-5.84,-9.3,"Wang et al 2017, Nature"
448,-5.69,-9.13,"Wang et al 2017, Nature"
451,-5.74,-9.24,"Wang et al 2017, Nature"
455,-5.6,-9.34,"Wang et al 2017, Nature"
459,-6.05,-9.69,"Wang et al 2017, Nature"
462,-6.17,-9.38,"Wang et al 2017, Nature"
466,-5.95,-9.31,"Wang et al 2017, Nature"
470,-6.15,-9.5,"Wang et al 2017, Nature"
473,-5.73,-8.92,"Wang et al 2017, Nature"
477,-5.94,-9.55,"Wang et al 2017, Nature"
481,-5.86,-9.34,"Wang et al 2017, Nature"
484,-5.63,-9.12,"Wang et al 2017, Nature"
488,-5.83,-9.55,"Wang et al 2017, Nature"
492,-5.61,-8.95,"Wang et al 2017, Nature"
495,-5.93,-9.03,"Wang et al 2017, Nature"
499,-5.91,-9.06,"Wang et al 2017, Nature"
503,-5.89,-8.59,"Wang et al 2017, Nature"
506,-6.37,-9.07,"Wang et al 2017, Nature"
510,-5.78,-8.8,"Wang et al 2017, Nature"
514,-5.6,-8.75,"Wang et al 2017, Nature"
517,-5.8,-9.35,"Wang et al 2017, Nature"
521,-5.58,-9.26,"Wang et al 2017, Nature"
525,-5.83,-9.29,"Wang et al 2017, Nature"
529,-5.93,-9.24,"Wang et al 2017, Nature"
532,-6.29,-9.48,"Wang et al 2017, Nature"
536,-6.36,-9.6,"Wang et al 2017, Nature"
539,-6.16,-9.47,"Wang et al 2017, Nature"
542,-5.38,-9.18,"Wang et al 2017, Nature"
545,-5.58,-9.26,"Wang et al 2017, Nature"
549,-5.73,-9.15,"Wang et al 2017, Nature"
552,-5.39,-8.7,"Wang et al 2017, Nature"
555,-5.43,-8.85,"Wang et al 2017, Nature"
559,-5.59,-9.38,"Wang et al 2017, Nature"
562,-5.86,-9.4,"Wang et al 2017, Nature"
565,-5.86,-9.71,"Wang et al 2017, Nature"
569,-5.94,-9.22,"Wang et al 2017, Nature"
572,-6.3,-9.31,"Wang et al 2017, Nature"
575,-6.2,-9.31,"Wang et al 2017, Nature"
579,-6.17,-9.04,"Wang et al 2017, Nature"
582,-6.03,-9.41,"Wang et al 2017, Nature"
585,-5.75,-9.46,"Wang et al 2017, Nature"
589,-6.02,-9.5,"Wang et al 2017, Nature"
592,-5.83,-9.5,"Wang et al 2017, Nature"
595,-5.99,-9.1,"Wang et al 2017, Nature"
599,-6.22,-9.32,"Wang et al 2017, Nature"
605,-5.98,-9.2,"Wang et al 2017, Nature"
612,-5.82,-8.49,"Wang et al 2017, Nature"
619,-5.67,-8.78,"Wang et al 2017, Nature"
626,-5.66,-9.32,"Wang et al 2017, Nature"
633,-5.82,-9.45,"Wang et al 2017, Nature"
639,-6.19,-9.42,"Wang et al 2017, Nature"
646,-6.3,-9.1,"Wang et al 2017, Nature"
653,-5.72,-8.89,"Wang et al 2017, Nature"
660,-5.65,-8.79,"Wang et al 2017, Nature"
666,-5.8,-8.59,"Wang et al 2017, Nature"
673,-5.99,-8.67,"Wang et al 2017, Nature"
680,-5.67,-8.39,"Wang et al 2017, Nature"
687,-5.78,-8.49,"Wang et al 2017, Nature"
694,-6.15,-9.21,"Wang et al 2017, Nature"
700,-5.85,-9.11,"Wang et al 2017, Nature"
707,-5.86,-8.96,"Wang et al 2017, Nature"
714,-5.84,-8.81,"Wang et al 2017, Nature"
721,-5.86,-8.81,"Wang et al 2017, Nature"
728,-6.24,-9.02,"Wang et al 2017, Nature"
734,-6.62,-9.39,"Wang et al 2017, Nature"
741,-6.74,-9.43,"Wang et al 2017, Nature"
748,-6.82,-9.19,"Wang et al 2017, Nature"
755,-6.43,-9.06,"Wang et al 2017, Nature"
762,-6.25,-9.22,"Wang et al 2017, Nature"
768,-5.99,-9.74,"Wang et al 2017, Nature"
40683,-3.85,-6.42,"Wang et al 2017, Nature"
40721,-3.76,-6.51,"Wang et al 2017, Nature"
40759,-3.78,-6.93,"Wang et al 2017, Nature"
40797,-3.68,-7.04,"Wang et al 2017, Nature"
40835,-3.93,-6.55,"Wang et al 2017, Nature"
40873,-4.15,-7.23,"Wang et al 2017, Nature"
40911,-3.72,-6.49,"Wang et al 2017, Nature"
40949,-3.98,-7.6,"Wang et al 2017, Nature"
40987,-3.21,-6.42,"Wang et al 2017, Nature"
41025,-3.62,-6.96,"Wang et al 2017, Nature"
41064,-3.46,-6.8,"Wang et al 2017, Nature"
41102,-3.65,-7.75,"Wang et al 2017, Nature"
41140,-3.58,-6.68,"Wang et al 2017, Nature"
41178,-3.75,-6.68,"Wang et al 2017, Nature"
41216,-3.7,-6.22,"Wang et al 2017, Nature"
41254,-3.54,-6.59,"Wang et al 2017, Nature"
41292,-3.16,-5.66,"Wang et al 2017, Nature"
41330,-3.42,-5.92,"Wang et al 2017, Nature"
41368,-3.4,-5.31,"Wang et al 2017, Nature"
41406,-3.59,-6.53,"Wang et al 2017, Nature"
41444,-3.46,-5.02,"Wang et al 2017, Nature"
41465,-3.62,-5.75,"Wang et al 2017, Nature"
41485,-3.62,-6.05,"Wang et al 2017, Nature"
41506,-3.42,-5.07,"Wang et al 2017, Nature"
41527,-3.36,-5.52,"Wang et al 2017, Nature"
41547,-3.39,-5.91,"Wang et al 2017, Nature"
41568,-3.66,-6.5,"Wang et al 2017, Nature"
41589,-3.91,-5.94,"Wang et al 2017, Nature"
41609,-3.79,-5.35,"Wang et al 2017, Nature"
41630,-3.48,-3.57,"Wang et al 2017, Nature"
41651,-3.8,-4.46,"Wang et al 2017, Nature"
41671,-3.72,-4.24,"Wang et al 2017, Nature"
41692,-3.82,-3.69,"Wang et al 2017, Nature"
41713,-3.5,-3.44,"Wang et al 2017, Nature"
41733,-3.45,-3.02,"Wang et al 2017, Nature"
41754,-3.6,-4.35,"Wang et al 2017, Nature"
41775,-3.93,-5.36,"Wang et al 2017, Nature"
41819,-4.27,-6.69,"Wang et al 2017, Nature"
41864,-4.33,-6.08,"Wang et al 2017, Nature"
41908,-4.53,-6.19,"Wang et al 2017, Nature"
41953,-4.45,-7.81,"Wang et al 2017, Nature"
41997,-4.53,-7.09,"Wang et al 2017, Nature"
42042,-4.46,-7.44,"Wang et al 2017, Nature"
42086,-4.42,-7.98,"Wang et al 2017, Nature"
42131,-4.15,-7.39,"Wang et al 2017, Nature"
42175,-4.29,-7.64,"Wang et al 2017, Nature"
42220,-4.06,-8.11,"Wang et al 2017, Nature"
42237,-4.71,-8.22,"Wang et al 2017, Nature"
42255,-4.23,-8.28,"Wang et al 2017, Nature"
42272,-4.39,-7.92,"Wang et al 2017, Nature"
42289,-4.36,-7.9,"Wang et al 2017, Nature"
42307,-4.2,-8.29,"Wang et al 2017, Nature"
42324,-4.08,-8.31,"Wang et al 2017, Nature"
42342,-4.12,-7.06,"Wang et al 2017, Nature"
42359,-3.89,-6.98,"Wang et al 2017, Nature"
42376,-4.23,-7.63,"Wang et al 2017, Nature"
42394,-4.96,-7.78,"Wang et al 2017, Nature"
42411,-3.84,-6.88,"Wang et al 2017, Nature"
42428,-4.12,-6.56,"Wang et al 2017, Nature"
42446,-4.1,-6.11,"Wang et al 2017, Nature"
42463,-4.17,-6.77,"Wang et al 2017, Nature"
42481,-4.25,-5.74,"Wang et al 2017, Nature"
42498,-4.34,-6.21,"Wang et al 2017, Nature"
42515,-3.62,-5.19,"Wang et al 2017, Nature"
42533,-3.56,-4.59,"Wang et al 2017, Nature"
42550,-3.55,-4.62,"Wang et al 2017, Nature"
42567,-3.87,-5.22,"Wang et al 2017, Nature"
42585,-3.39,-4.39,"Wang et al 2017, Nature"
42639,-3.56,-5.3,"Wang et al 2017, Nature"
42692,-2.92,-3.27,"Wang et al 2017, Nature"
42746,-2.76,-3.7,"Wang et al 2017, Nature"
42789,-3.25,-4.3,"Wang et al 2017, Nature"
42832,-3.38,-4.01,"Wang et al 2017, Nature"
42875,-3.23,-3.94,"Wang et al 2017, Nature"
42918,-3.41,-5.09,"Wang et al 2017, Nature"
42962,-3.28,-4.78,"Wang et al 2017, Nature"
43005,-3.25,-4.36,"Wang et al 2017, Nature"
43048,-3.45,-4.64,"Wang et al 2017, Nature"
43091,-3.39,-3.7,"Wang et al 2017, Nature"
43145,-3.36,-3.74,"Wang et al 2017, Nature"
43200,-3.21,-3.42,"Wang et al 2017, Nature"
43254,-3.59,-3.94,"Wang et al 2017, Nature"
43309,-3.27,-4.08,"Wang et al 2017, Nature"
43363,-3.29,-3.37,"Wang et al 2017, Nature"
43417,-3.59,-3.55,"Wang et al 2017, Nature"
43472,-2.9,-2.16,"Wang et al 2017, Nature"
43526,-2.83,-2.71,"Wang et al 2017, Nature"
43581,-3.02,-3.32,"Wang et al 2017, Nature"
44092,-3.83,-4.83,"Wang et al 2017, Nature"
44108,-4.29,-5.82,"Wang et al 2017, Nature"
44125,-4.11,-8.1,"Wang et al 2017, Nature"
44141,-4.19,-7.1,"Wang et al 2017, Nature"
44157,-4.41,-7.54,"Wang et al 2017, Nature"
44173,-4.27,-7.23,"Wang et al 2017, Nature"
44189,-4.74,-7.51,"Wang et al 2017, Nature"
44206,-4.18,-6.13,"Wang et al 2017, Nature"
44222,-4.62,-6.88,"Wang et al 2017, Nature"
44238,-4.39,-7.38,"Wang et al 2017, Nature"
44254,-4.4,-7.81,"Wang et al 2017, Nature"
44271,-4.91,-8.06,"Wang et al 2017, Nature"
44287,-4.53,-7.62,"Wang et al 2017, Nature"
44303,-4.2,-8.02,"Wang et al 2017, Nature"
44319,-4.07,-7.4,"Wang et al 2017, Nature"
44364,-3.99,-7.79,"Wang et al 2017, Nature"
44410,-3.88,-7.64,"Wang et al 2017, Nature"
44455,-4.21,-6.39,"Wang et al 2017, Nature"
44500,-3.96,-7.17,"Wang et al 2017, Nature"
44545,-3.97,-7.6,"Wang et al 2017, Nature"
44591,-3.96,-7.28,"Wang et al 2017, Nature"
44636,-4.15,-7.87,"Wang et al 2017, Nature"
17957,-3.49,-9.57,"Wang et al 2017, Nature"
17975,-3,-10.33,"Wang et al 2017, Nature"
17993,-2.56,-10.08,"Wang et al 2017, Nature"
18011,-2.69,-10.04,"Wang et al 2017, Nature"
18029,-2.7,-10.02,"Wang et al 2017, Nature"
18108,-2.58,-9.68,"Wang et al 2017, Nature"
18187,-2.56,-9.5,"Wang et al 2017, Nature"
18265,-2.63,-9.14,"Wang et al 2017, Nature"
18344,-2.76,-9.13,"Wang et al 2017, Nature"
18423,-2.77,-9.5,"Wang et al 2017, Nature"
18441,-2.37,-9.39,"Wang et al 2017, Nature"
18460,-2.62,-9.13,"Wang et al 2017, Nature"
18478,-2.64,-9.55,"Wang et al 2017, Nature"
18497,-2.64,-9.36,"Wang et al 2017, Nature"
18516,-2.44,-9.53,"Wang et al 2017, Nature"
18534,-2.49,-9.41,"Wang et al 2017, Nature"
18553,-2.45,-9.3,"Wang et al 2017, Nature"
18571,-2.52,-9.47,"Wang et al 2017, Nature"
18590,-2.71,-9.31,"Wang et al 2017, Nature"
18609,-2.88,-9.22,"Wang et al 2017, Nature"
18627,-2.6,-9.7,"Wang et al 2017, Nature"
18646,-2.6,-9.43,"Wang et al 2017, Nature"
18664,-2.54,-9.32,"Wang et al 2017, Nature"
18683,-2.55,-9.53,"Wang et al 2017, Nature"
18702,-2.58,-9.47,"Wang et al 2017, Nature"
18720,-2.66,-9.5,"Wang et al 2017, Nature"
18739,-2.55,-9.64,"Wang et al 2017, Nature"
18757,-2.68,-9.79,"Wang et al 2017, Nature"
18776,-2.69,-9.68,"Wang et al 2017, Nature"
18795,-2.55,-9.52,"Wang et al 2017, Nature"
18813,-2.53,-9.51,"Wang et al 2017, Nature"
18832,-2.91,-9.8,"Wang et al 2017, Nature"
18850,-2.76,-9.72,"Wang et al 2017, Nature"
18869,-2.58,-9.7,"Wang et al 2017, Nature"
18888,-2.88,-9.58,"Wang et al 2017, Nature"
18906,-2.46,-9.46,"Wang et al 2017, Nature"
18945,-2.65,-9.38,"Wang et al 2017, Nature"
18983,-2.41,-9.26,"Wang et al 2017, Nature"
19022,-2.55,-9.43,"Wang et al 2017, Nature"
19061,-2.42,-9.04,"Wang et al 2017, Nature"
19099,-2.32,-9.12,"Wang et al 2017, Nature"
19138,-2.66,-9.07,"Wang et al 2017, Nature"
19176,-2.84,-9.04,"Wang et al 2017, Nature"
19215,-2.77,-9.13,"Wang et al 2017, Nature"
19254,-2.7,-9.09,"Wang et al 2017, Nature"
19292,-2.76,-9.23,"Wang et al 2017, Nature"
19331,-2.87,-9.53,"Wang et al 2017, Nature"
19370,-2.66,-9.6,"Wang et al 2017, Nature"
19408,-2.48,-9.48,"Wang et al 2017, Nature"
19447,-2.48,-9.54,"Wang et al 2017, Nature"
19485,-2.63,-9.51,"Wang et al 2017, Nature"
19524,-2.52,-9.6,"Wang et al 2017, Nature"
19563,-2.5,-9.2,"Wang et al 2017, Nature"
19601,-2.56,-9.59,"Wang et al 2017, Nature"
19640,-2.56,-9.69,"Wang et al 2017, Nature"
19678,-2.42,-9.62,"Wang et al 2017, Nature"
19717,-2.55,-9.37,"Wang et al 2017, Nature"
19756,-2.56,-9.79,"Wang et al 2017, Nature"
19794,-2.6,-9.66,"Wang et al 2017, Nature"
19833,-2.64,-9.62,"Wang et al 2017, Nature"
19871,-2.71,-9.4,"Wang et al 2017, Nature"
19902,-2.48,-9.62,"Wang et al 2017, Nature"
19933,-2.72,-9.58,"Wang et al 2017, Nature"
19964,-2.35,-9.48,"Wang et al 2017, Nature"
19995,-2.4,-9.64,"Wang et al 2017, Nature"
20026,-2.28,-9.25,"Wang et al 2017, Nature"
20056,-2.81,-9.72,"Wang et al 2017, Nature"
20087,-2.91,-9.73,"Wang et al 2017, Nature"
20118,-3.03,-9.51,"Wang et al 2017, Nature"
20148,-2.88,-9.44,"Wang et al 2017, Nature"
20178,-2.7,-9.43,"Wang et al 2017, Nature"
20208,-2.68,-9.54,"Wang et al 2017, Nature"
20239,-2.78,-9.88,"Wang et al 2017, Nature"
20269,-2.87,-9.87,"Wang et al 2017, Nature"
20299,-2.58,-9.44,"Wang et al 2017, Nature"
20329,-2.63,-9.65,"Wang et al 2017, Nature"
20360,-2.95,-9.45,"Wang et al 2017, Nature"
20390,-2.68,-9.41,"Wang et al 2017, Nature"
20420,-2.87,-9.2,"Wang et al 2017, Nature"
20451,-2.95,-9.04,"Wang et al 2017, Nature"
20481,-2.86,-9.06,"Wang et al 2017, Nature"
20511,-2.74,-9.1,"Wang et al 2017, Nature"
20533,-2.7,-9.45,"Wang et al 2017, Nature"
20554,-3,-9.56,"Wang et al 2017, Nature"
20576,-2.99,-9.61,"Wang et al 2017, Nature"
20597,-3.11,-9.8,"Wang et al 2017, Nature"
20619,-3.14,-9.77,"Wang et al 2017, Nature"
20641,-2.76,-9.61,"Wang et al 2017, Nature"
20662,-2.61,-9.65,"Wang et al 2017, Nature"
20684,-2.83,-9.62,"Wang et al 2017, Nature"
20705,-2.98,-9.76,"Wang et al 2017, Nature"
20727,-3.17,-9.99,"Wang et al 2017, Nature"
20749,-3.19,-9.97,"Wang et al 2017, Nature"
20770,-3.19,-10.47,"Wang et al 2017, Nature"
27033,-3.06,-9.66,"Wang et al 2017, Nature"
27083,-2.97,-8.47,"Wang et al 2017, Nature"
27132,-3.12,-9.45,"Wang et al 2017, Nature"
27181,-3.36,-10.07,"Wang et al 2017, Nature"
27230,-3.15,-9.05,"Wang et al 2017, Nature"
27279,-2.96,-9.17,"Wang et al 2017, Nature"
27328,-3.02,-9.04,"Wang et al 2017, Nature"
27377,-2.89,-8.89,"Wang et al 2017, Nature"
27426,-3.16,-9.55,"Wang et al 2017, Nature"
27475,-3.08,-9.14,"Wang et al 2017, Nature"
27524,-3.19,-9.03,"Wang et al 2017, Nature"
27574,-3.23,-9.14,"Wang et al 2017, Nature"
27623,-3.45,-9.31,"Wang et al 2017, Nature"
27672,-3.06,-8.75,"Wang et al 2017, Nature"
27721,-3.2,-9.07,"Wang et al 2017, Nature"
27770,-3.4,-9.07,"Wang et al 2017, Nature"
27819,-3.3,-9.7,"Wang et al 2017, Nature"
27868,-3.52,-8.92,"Wang et al 2017, Nature"
27917,-3.9,-8.71,"Wang et al 2017, Nature"
28009,-4.4,-9.1,"Wang et al 2017, Nature"
28101,-4.49,-9.06,"Wang et al 2017, Nature"
28192,-4.41,-9.26,"Wang et al 2017, Nature"
28284,-4.74,-9.49,"Wang et al 2017, Nature"
28376,-4.53,-8.96,"Wang et al 2017, Nature"
28467,-4.49,-9.14,"Wang et al 2017, Nature"
28559,-4.08,-9.06,"Wang et al 2017, Nature"
28588,-3.86,-9.23,"Wang et al 2017, Nature"
28617,-3.32,-9.03,"Wang et al 2017, Nature"
28645,-3.86,-9.21,"Wang et al 2017, Nature"
28674,-3.66,-9.14,"Wang et al 2017, Nature"
28703,-3.2,-8.61,"Wang et al 2017, Nature"
28732,-3.21,-8.65,"Wang et al 2017, Nature"
28761,-3.53,-8.47,"Wang et al 2017, Nature"
28790,-3.58,-9.06,"Wang et al 2017, Nature"
28819,-3.5,-8.55,"Wang et al 2017, Nature"
28848,-3.6,-8.14,"Wang et al 2017, Nature"
28876,-4.04,-8.84,"Wang et al 2017, Nature"
28905,-3.93,-8.29,"Wang et al 2017, Nature"
28934,-3.69,-7.81,"Wang et al 2017, Nature"
28963,-3.68,-7.63,"Wang et al 2017, Nature"
28992,-3.66,-7.74,"Wang et al 2017, Nature"
29021,-3.86,-7.69,"Wang et al 2017, Nature"
29050,-4.1,-8.01,"Wang et al 2017, Nature"
29079,-4.1,-8.08,"Wang et al 2017, Nature"
29107,-4.28,-7.91,"Wang et al 2017, Nature"
29136,-3.98,-8.02,"Wang et al 2017, Nature"
29165,-4.2,-8,"Wang et al 2017, Nature"
29194,-4.25,-8.04,"Wang et al 2017, Nature"
29223,-4.55,-8.01,"Wang et al 2017, Nature"
29252,-4.24,-8.34,"Wang et al 2017, Nature"
29286,-4.25,-7.95,"Wang et al 2017, Nature"
29320,-4.59,-8.13,"Wang et al 2017, Nature"
29355,-4.89,-8,"Wang et al 2017, Nature"
29389,-4.48,-7.66,"Wang et al 2017, Nature"
29423,-4.54,-7.62,"Wang et al 2017, Nature"
29457,-4.6,-7.45,"Wang et al 2017, Nature"
29492,-4.79,-7.23,"Wang et al 2017, Nature"
29520,-4.88,-7.44,"Wang et al 2017, Nature"
29548,-4.65,-7.34,"Wang et al 2017, Nature"
29576,-4.56,-8.14,"Wang et al 2017, Nature"
29604,-4.69,-7.97,"Wang et al 2017, Nature"
29659,-4.71,-8.09,"Wang et al 2017, Nature"
29713,-4.8,-8.3,"Wang et al 2017, Nature"
29768,-4.25,-8.31,"Wang et al 2017, Nature"
29822,-4.74,-7.94,"Wang et al 2017, Nature"
29876,-4.73,-8.03,"Wang et al 2017, Nature"
29931,-4.63,-8.31,"Wang et al 2017, Nature"
29985,-4.96,-8.67,"Wang et al 2017, Nature"
30040,-4.53,-8.49,"Wang et al 2017, Nature"
30094,-4.83,-7.77,"Wang et al 2017, Nature"
30148,-3.82,-7.76,"Wang et al 2017, Nature"
30203,-3.65,-7.46,"Wang et al 2017, Nature"
30257,-3.84,-7.19,"Wang et al 2017, Nature"
30312,-3.66,-7.47,"Wang et al 2017, Nature"
30366,-3.44,-7.4,"Wang et al 2017, Nature"
30421,-3.79,-7.58,"Wang et al 2017, Nature"
30475,-3.58,-7.9,"Wang et al 2017, Nature"
30529,-3.65,-7.95,"Wang et al 2017, Nature"
30584,-3.6,-7.79,"Wang et al 2017, Nature"
30638,-3.72,-7.97,"Wang et al 2017, Nature"
30693,-3.82,-7.69,"Wang et al 2017, Nature"
30747,-3.9,-7.82,"Wang et al 2017, Nature"
30802,-3.73,-7.77,"Wang et al 2017, Nature"
30856,-3.73,-7.76,"Wang et al 2017, Nature"
30910,-3.86,-7.49,"Wang et al 2017, Nature"
30965,-3.81,-7.44,"Wang et al 2017, Nature"
31019,-3.68,-7.47,"Wang et al 2017, Nature"
31074,-3.61,-8.1,"Wang et al 2017, Nature"
31128,-3.7,-8.26,"Wang et al 2017, Nature"
31182,-4.1,-8.35,"Wang et al 2017, Nature"
31224,-4.2,-8.06,"Wang et al 2017, Nature"
31266,-4.04,-8.04,"Wang et al 2017, Nature"
31309,-3.95,-8.06,"Wang et al 2017, Nature"
31351,-3.96,-8.27,"Wang et al 2017, Nature"
31393,-4.05,-8.4,"Wang et al 2017, Nature"
31435,-3.55,-8.41,"Wang et al 2017, Nature"
31477,-4.16,-8.61,"Wang et al 2017, Nature"
31519,-3.87,-8.53,"Wang et al 2017, Nature"
31561,-4.08,-8.46,"Wang et al 2017, Nature"
31603,-3.98,-8.46,"Wang et al 2017, Nature"
31645,-3.38,-8.35,"Wang et al 2017, Nature"
31687,-3.5,-8.52,"Wang et al 2017, Nature"
31729,-3.92,-8.46,"Wang et al 2017, Nature"
31771,-3.73,-8.11,"Wang et al 2017, Nature"
31813,-3.42,-8.08,"Wang et al 2017, Nature"
31855,-3.69,-8.45,"Wang et al 2017, Nature"
31882,-3.48,-7.62,"Wang et al 2017, Nature"
31910,-3.57,-7.99,"Wang et al 2017, Nature"
31937,-3.94,-8.9,"Wang et al 2017, Nature"
31964,-3.76,-8.68,"Wang et al 2017, Nature"
31992,-3.96,-8.9,"Wang et al 2017, Nature"
32019,-3.55,-8.75,"Wang et al 2017, Nature"
32047,-3.59,-8.97,"Wang et al 2017, Nature"
32074,-4.07,-8.84,"Wang et al 2017, Nature"
32101,-3.74,-8.96,"Wang et al 2017, Nature"
32129,-3.38,-8.83,"Wang et al 2017, Nature"
32156,-3.43,-8.68,"Wang et al 2017, Nature"
32183,-3.52,-9.23,"Wang et al 2017, Nature"
32211,-3.56,-9.24,"Wang et al 2017, Nature"
32238,-3.24,-9.14,"Wang et al 2017, Nature"
32266,-3.32,-9.04,"Wang et al 2017, Nature"
32293,-3.34,-8.77,"Wang et al 2017, Nature"
32320,-3.16,-8.82,"Wang et al 2017, Nature"
32348,-3.42,-8.83,"Wang et al 2017, Nature"
32375,-3.18,-8.26,"Wang et al 2017, Nature"
32403,-3.4,-8.91,"Wang et al 2017, Nature"
32430,-3.42,-9.16,"Wang et al 2017, Nature"
32457,-3.85,-9.38,"Wang et al 2017, Nature"
32485,-3.82,-9.16,"Wang et al 2017, Nature"
32512,-4.24,-9.32,"Wang et al 2017, Nature"
32539,-4.26,-9.62,"Wang et al 2017, Nature"
32553,-3.65,-8.48,"Wang et al 2017, Nature"
32567,-3.78,-8.86,"Wang et al 2017, Nature"
32580,-3.74,-8.72,"Wang et al 2017, Nature"
32594,-3.72,-8.54,"Wang et al 2017, Nature"
32608,-3.58,-8.62,"Wang et al 2017, Nature"
32622,-4.38,-8.63,"Wang et al 2017, Nature"
32635,-4.11,-8.74,"Wang et al 2017, Nature"
32649,-4.36,-8.63,"Wang et al 2017, Nature"
32663,-4.57,-8.44,"Wang et al 2017, Nature"
32676,-4.33,-8.69,"Wang et al 2017, Nature"
32690,-4.77,-8.92,"Wang et al 2017, Nature"
32704,-4.33,-8.67,"Wang et al 2017, Nature"
32717,-4.92,-8.49,"Wang et al 2017, Nature"
32731,-4.61,-7.87,"Wang et al 2017, Nature"
32745,-4.41,-8.08,"Wang et al 2017, Nature"
32759,-4.64,-8.56,"Wang et al 2017, Nature"
32774,-4.71,-8.84,"Wang et al 2017, Nature"
32788,-4.63,-8.52,"Wang et al 2017, Nature"
32802,-4.45,-8.24,"Wang et al 2017, Nature"
32817,-4.07,-8.09,"Wang et al 2017, Nature"
32831,-4.2,-8.09,"Wang et al 2017, Nature"
32846,-4.34,-8.01,"Wang et al 2017, Nature"
32860,-4.54,-8.23,"Wang et al 2017, Nature"
32875,-4.3,-8.15,"Wang et al 2017, Nature"
32889,-4.43,-8.28,"Wang et al 2017, Nature"
32904,-4.25,-8.11,"Wang et al 2017, Nature"
32918,-4.08,-8,"Wang et al 2017, Nature"
32933,-4.07,-7.88,"Wang et al 2017, Nature"
32947,-4.21,-8.22,"Wang et al 2017, Nature"
32962,-4.3,-8.74,"Wang et al 2017, Nature"
32976,-4.53,-8.8,"Wang et al 2017, Nature"
32991,-4.13,-8.25,"Wang et al 2017, Nature"
33005,-4.21,-8.43,"Wang et al 2017, Nature"
33019,-4.18,-8.42,"Wang et al 2017, Nature"
33034,-4.5,-8.6,"Wang et al 2017, Nature"
33048,-4.24,-8.69,"Wang et al 2017, Nature"
33063,-3.89,-8.41,"Wang et al 2017, Nature"
33077,-3.94,-8.07,"Wang et al 2017, Nature"
33092,-4.25,-8.2,"Wang et al 2017, Nature"
33106,-4.31,-8.19,"Wang et al 2017, Nature"
33121,-4.19,-8.29,"Wang et al 2017, Nature"
33135,-3.88,-8.35,"Wang et al 2017, Nature"
33150,-3.93,-7.8,"Wang et al 2017, Nature"
33164,-3.98,-7.64,"Wang et al 2017, Nature"
33179,-4.05,-7.72,"Wang et al 2017, Nature"
33193,-4.08,-8,"Wang et al 2017, Nature"
33208,-4.08,-7.96,"Wang et al 2017, Nature"
33222,-4.17,-8.31,"Wang et al 2017, Nature"
33237,-4.2,-7.89,"Wang et al 2017, Nature"
33251,-4.13,-8.51,"Wang et al 2017, Nature"
33283,-3.65,-8.18,"Wang et al 2017, Nature"
33316,-3.75,-7.95,"Wang et al 2017, Nature"
33348,-4.1,-8,"Wang et al 2017, Nature"
33380,-4.08,-8.04,"Wang et al 2017, Nature"
33413,-3.61,-8.49,"Wang et al 2017, Nature"
33445,-3.18,-7.81,"Wang et al 2017, Nature"
33478,-3.14,-7.66,"Wang et al 2017, Nature"
33510,-3.72,-7.91,"Wang et al 2017, Nature"
33542,-3.66,-7.73,"Wang et al 2017, Nature"
33575,-3.92,-8.3,"Wang et al 2017, Nature"
33607,-3.7,-8.15,"Wang et al 2017, Nature"
33639,-3.89,-7.76,"Wang et al 2017, Nature"
33672,-3.3,-7.55,"Wang et al 2017, Nature"
33704,-3.34,-7.91,"Wang et al 2017, Nature"
33737,-3.33,-7.67,"Wang et al 2017, Nature"
33769,-3.41,-7.73,"Wang et al 2017, Nature"
33801,-3.51,-7.52,"Wang et al 2017, Nature"
33834,-3.19,-7.58,"Wang et al 2017, Nature"
33866,-3.48,-8.09,"Wang et al 2017, Nature"
33898,-3.06,-6.84,"Wang et al 2017, Nature"
33931,-2.9,-6.76,"Wang et al 2017, Nature"
33963,-2.84,-6.78,"Wang et al 2017, Nature"
33996,-3.35,-8.06,"Wang et al 2017, Nature"
34028,-3.24,-7.77,"Wang et al 2017, Nature"
34060,-3.81,-8.64,"Wang et al 2017, Nature"
34074,-3.75,-8.1,"Wang et al 2017, Nature"
34088,-3.35,-7.65,"Wang et al 2017, Nature"
