Speleothem_ID,distance_mm,Age_kyBP,d18O,d13C,Ref
NAR-C,105.3,172.75,,,Cheng et al. 2013; Nat. Comms
NAR-C,105.3,173.09,-7.35,-7.79,Cheng et al. 2013; Nat. Comms
NAR-C,105.4,173.43,-7.19,-7.85,Cheng et al. 2013; Nat. Comms
NAR-C,105.5,173.77,-6.94,-7.76,Cheng et al. 2013; Nat. Comms
NAR-C,105.6,174.11,-7.05,-7.96,Cheng et al. 2013; Nat. Comms
NAR-C,105.6,174.44,-7.13,-7.98,Cheng et al. 2013; Nat. Comms
NAR-C-D,0,86.82,-7.18,-8.56,Cheng et al. 2013; Nat. Comms
NAR-C-D,0.7,87.38,-7.55,-8.45,Cheng et al. 2013; Nat. Comms
NAR-C-D,1.4,87.94,-7.74,-8.35,Cheng et al. 2013; Nat. Comms
NAR-C-D,2.1,88.5,-7.87,-8.13,Cheng et al. 2013; Nat. Comms
NAR-C-D,2.8,89.07,-7.42,-7.64,Cheng et al. 2013; Nat. Comms
NAR-C-D,3.4,89.63,-7.54,-7.53,Cheng et al. 2013; Nat. Comms
NAR-C-D,4.1,90.19,-7.86,-6.85,Cheng et al. 2013; Nat. Comms
NAR-C-D,4.8,90.75,-7.75,-6.8,Cheng et al. 2013; Nat. Comms
NAR-C-D,5.5,91.32,-7.9,-6.32,Cheng et al. 2013; Nat. Comms
NAR-C-D,6.2,91.86,-7.54,-6.46,Cheng et al. 2013; Nat. Comms
NAR-C-D,6.8,92.41,-7.33,-6.19,Cheng et al. 2013; Nat. Comms
NAR-C-D,7.5,92.95,-7.72,-6.53,Cheng et al. 2013; Nat. Comms
NAR-C-D,8.2,93.5,-7.86,-6.05,Cheng et al. 2013; Nat. Comms
NAR-C-D,8.8,94.04,-7.62,-6.56,Cheng et al. 2013; Nat. Comms
NAR-C-D,9.5,94.59,-7.43,-5.98,Cheng et al. 2013; Nat. Comms
NAR-C-D,10.2,95.13,-7.34,-5.96,Cheng et al. 2013; Nat. Comms
NAR-C-D,10.8,95.68,-7.36,-6.01,Cheng et al. 2013; Nat. Comms
NAR-C-D,11.5,96.22,-7.5,-6,Cheng et al. 2013; Nat. Comms
NAR-C-D,12.3,96.86,-7.45,-6.28,Cheng et al. 2013; Nat. Comms
NAR-C-D,13.1,97.49,-7.33,-5.93,Cheng et al. 2013; Nat. Comms
NAR-C-D,13.8,98.13,-7.19,-6.02,Cheng et al. 2013; Nat. Comms
NAR-C-D,14.6,98.3,-6.81,-5.81,Cheng et al. 2013; Nat. Comms
NAR-C-D,15.4,98.47,-6.89,-5.9,Cheng et al. 2013; Nat. Comms
NAR-C-D,16.2,98.64,-6.92,-5.86,Cheng et al. 2013; Nat. Comms
NAR-C-D,16.9,98.81,-6.84,-5.82,Cheng et al. 2013; Nat. Comms
NAR-C-D,17.7,98.97,-6.7,-5.87,Cheng et al. 2013; Nat. Comms
NAR-C-D,18.5,99.14,-6.61,-5.99,Cheng et al. 2013; Nat. Comms
NAR-C-D,19.3,99.32,-6.58,-5.79,Cheng et al. 2013; Nat. Comms
NAR-C-D,20.1,99.49,-6.84,-5.98,Cheng et al. 2013; Nat. Comms
NAR-C-D,20.9,99.66,-6.67,-6.07,Cheng et al. 2013; Nat. Comms
NAR-C-D,21.7,99.84,-6.57,-5.92,Cheng et al. 2013; Nat. Comms
NAR-C-D,22.5,100.01,-6.58,-5.93,Cheng et al. 2013; Nat. Comms
NAR-C-D,23.3,100.19,-6.45,-5.7,Cheng et al. 2013; Nat. Comms
NAR-C-D,24.1,100.36,-6.44,-5.97,Cheng et al. 2013; Nat. Comms
NAR-C-D,24.9,100.53,-6.33,-5.83,Cheng et al. 2013; Nat. Comms
NAR-C-D,25.7,100.71,-6.67,-5.96,Cheng et al. 2013; Nat. Comms
NAR-C-D,26.5,100.88,-6.59,-5.82,Cheng et al. 2013; Nat. Comms
NAR-C-D,27.1,101.02,-6.48,-6.05,Cheng et al. 2013; Nat. Comms
NAR-C-D,27.8,101.16,-6.6,-6.18,Cheng et al. 2013; Nat. Comms
NAR-C-D,28.4,101.3,-6.57,-6.37,Cheng et al. 2013; Nat. Comms
NAR-C-D,29.1,101.44,-6.67,-6.38,Cheng et al. 2013; Nat. Comms
NAR-C-D,29.7,101.58,-6.55,-6.26,Cheng et al. 2013; Nat. Comms
NAR-C-D,30.4,101.72,-6.73,-6.35,Cheng et al. 2013; Nat. Comms
NAR-C-D,31,101.86,-6.55,-6.27,Cheng et al. 2013; Nat. Comms
NAR-C-F,0,109.77,-8.03,-6.21,Cheng et al. 2013; Nat. Comms
NAR-C-F,0.8,109.96,-8.06,-6.21,Cheng et al. 2013; Nat. Comms
NAR-C-F,1.6,110.14,-8.45,-7.06,Cheng et al. 2013; Nat. Comms
NAR-C-F,2.3,110.33,-8.24,-6.61,Cheng et al. 2013; Nat. Comms
NAR-C-F,3.1,110.52,-8.29,-7.7,Cheng et al. 2013; Nat. Comms
NAR-C-F,3.9,110.7,-8.63,-7.75,Cheng et al. 2013; Nat. Comms
NAR-C-F,4.7,110.89,-8.41,-7.69,Cheng et al. 2013; Nat. Comms
NAR-C-F,5.4,111.08,-8.76,-7.87,Cheng et al. 2013; Nat. Comms
NAR-C-F,6.2,111.27,-8.36,-7.68,Cheng et al. 2013; Nat. Comms
NAR-C-F,7,111.45,-8.35,-7.47,Cheng et al. 2013; Nat. Comms
NAR-C-F,7.6,111.6,-8.24,-7.07,Cheng et al. 2013; Nat. Comms
NAR-C-F,8.2,111.74,-8.57,-7.61,Cheng et al. 2013; Nat. Comms
NAR-C-F,8.8,111.88,-8.19,-6.13,Cheng et al. 2013; Nat. Comms
NAR-C-F,9.4,112.03,-8.43,-7.24,Cheng et al. 2013; Nat. Comms
NAR-C-F,10,112.17,-7.9,-6.3,Cheng et al. 2013; Nat. Comms
NAR-C-F,10.6,112.32,-8.01,-6,Cheng et al. 2013; Nat. Comms
NAR-C-F,11.2,112.46,-7.42,-6.11,Cheng et al. 2013; Nat. Comms
NAR-C-F,11.8,112.61,-7.82,-6.2,Cheng et al. 2013; Nat. Comms
NAR-C-F,12.4,112.75,-7.49,-6.02,Cheng et al. 2013; Nat. Comms
NAR-C-F,13,112.89,-7.69,-5.96,Cheng et al. 2013; Nat. Comms
NAR-C-F,13.7,113.05,-7.72,-4.87,Cheng et al. 2013; Nat. Comms
NAR-C-F,14.3,113.22,-7.73,-5.39,Cheng et al. 2013; Nat. Comms
NAR-C-F,15,113.38,-8.13,-5.81,Cheng et al. 2013; Nat. Comms
NAR-C-F,15.7,113.54,-8.03,-6.38,Cheng et al. 2013; Nat. Comms
NAR-C-F,16.3,113.7,-8.7,-7.86,Cheng et al. 2013; Nat. Comms
NAR-C-F,17,113.86,-8.49,-7.99,Cheng et al. 2013; Nat. Comms
NAR-C-F,17.7,114.02,-8.41,-7.71,Cheng et al. 2013; Nat. Comms
NAR-C-F,18.3,114.18,-8.4,-7.64,Cheng et al. 2013; Nat. Comms
NAR-C-F,19,114.34,-8.31,-7.79,Cheng et al. 2013; Nat. Comms
NAR-C-F,19.7,114.5,-7.34,-7.01,Cheng et al. 2013; Nat. Comms
NAR-C-F,20.3,114.66,-8.35,-7.93,Cheng et al. 2013; Nat. Comms
NAR-C-F,21,114.82,-8.44,-7.77,Cheng et al. 2013; Nat. Comms
NAR-C-F,21.7,114.98,-8.41,-8.19,Cheng et al. 2013; Nat. Comms
NAR-C-F,22.3,115.14,-8.38,-8.28,Cheng et al. 2013; Nat. Comms
NAR-C-F,23,115.3,-8.34,-8.04,Cheng et al. 2013; Nat. Comms
NAR-C-F,23.7,115.46,-8.3,-8.25,Cheng et al. 2013; Nat. Comms
NAR-C-F,24.3,115.62,-8.56,-8.49,Cheng et al. 2013; Nat. Comms
NAR-C-F,25,115.78,-8.46,-8.44,Cheng et al. 2013; Nat. Comms
NAR-C-F,25.7,115.94,-8.55,-8.58,Cheng et al. 2013; Nat. Comms
NAR-C-F,26.4,116.11,-8.47,-8.6,Cheng et al. 2013; Nat. Comms
NAR-C-F,27.1,116.28,-8.23,-8.03,Cheng et al. 2013; Nat. Comms
NAR-C-F,27.8,116.44,-8.39,-8.42,Cheng et al. 2013; Nat. Comms
NAR-C-F,28.4,116.61,-8.27,-8.56,Cheng et al. 2013; Nat. Comms
NAR-C-F,29.1,116.77,-8.26,-8.38,Cheng et al. 2013; Nat. Comms
NAR-C-F,29.8,116.94,-8.28,-8.59,Cheng et al. 2013; Nat. Comms
NAR-C-F,30.5,117.1,-7.78,-7.67,Cheng et al. 2013; Nat. Comms
NAR-C-F,31.2,117.15,-8.13,-8.23,Cheng et al. 2013; Nat. Comms
NAR-C-F,31.9,117.21,-8.17,-8.12,Cheng et al. 2013; Nat. Comms
NAR-C-F,32.6,117.26,-8.08,-7.96,Cheng et al. 2013; Nat. Comms
NAR-C-F,33.3,117.31,-8.43,-8.25,Cheng et al. 2013; Nat. Comms
NAR-C-F,34,117.37,-8.31,-7.86,Cheng et al. 2013; Nat. Comms
NAR-C-F,34.7,117.42,-8.33,-8.41,Cheng et al. 2013; Nat. Comms
NAR-C-F,35.4,117.47,-8.12,-8.2,Cheng et al. 2013; Nat. Comms
NAR-C-F,36.1,117.52,-8.27,-8.19,Cheng et al. 2013; Nat. Comms
NAR-C-F,36.8,117.58,-8.35,-8.2,Cheng et al. 2013; Nat. Comms
NAR-C-F,37.5,117.63,-8.21,-8.58,Cheng et al. 2013; Nat. Comms
NAR-C-F,38.1,117.67,-8.16,-8.31,Cheng et al. 2013; Nat. Comms
NAR-C-F,38.6,117.71,-8.15,-8.52,Cheng et al. 2013; Nat. Comms
NAR-C-F,39.2,117.75,-8.42,-8.93,Cheng et al. 2013; Nat. Comms
NAR-C-F,39.7,117.79,-8.28,-8.78,Cheng et al. 2013; Nat. Comms
NAR-C-F,40.3,117.84,-8.12,-8.62,Cheng et al. 2013; Nat. Comms
NAR-C-F,40.8,117.88,-8.26,-8.91,Cheng et al. 2013; Nat. Comms
NAR-C-F,41.4,117.92,-8.36,-8.96,Cheng et al. 2013; Nat. Comms
NAR-C-F,41.9,117.96,-8.35,-8.8,Cheng et al. 2013; Nat. Comms
NAR-C-F,42.5,118,-8.37,-8.74,Cheng et al. 2013; Nat. Comms
NAR-C-F,43,118.04,-8.48,-8.96,Cheng et al. 2013; Nat. Comms
NAR-C-F,43.6,118.08,-8.24,-8.6,Cheng et al. 2013; Nat. Comms
NAR-C-F,44.1,118.12,-8.34,-8.65,Cheng et al. 2013; Nat. Comms
NAR-C-F,44.7,118.17,-8.14,-8.64,Cheng et al. 2013; Nat. Comms
NAR-C-F,45.2,118.21,-8.22,-8.53,Cheng et al. 2013; Nat. Comms
NAR-C-F,45.8,118.25,-8.17,-8.38,Cheng et al. 2013; Nat. Comms
NAR-C-F,46.3,118.29,-7.98,-8.28,Cheng et al. 2013; Nat. Comms
NAR-C-F,46.9,118.33,-8.28,-8.54,Cheng et al. 2013; Nat. Comms
NAR-C-F,47.4,118.37,-8.16,-8.24,Cheng et al. 2013; Nat. Comms
NAR-C-F,48,118.41,-8.24,-8.44,Cheng et al. 2013; Nat. Comms
NAR-C-F,48.5,118.46,-8,-8.58,Cheng et al. 2013; Nat. Comms
NAR-C-F,49.2,118.51,-8.2,-8.33,Cheng et al. 2013; Nat. Comms
NAR-C-F,49.9,118.56,-8.21,-8.35,Cheng et al. 2013; Nat. Comms
NAR-C-F,50.7,118.62,-8.17,-8.57,Cheng et al. 2013; Nat. Comms
NAR-C-F,51.4,118.67,-7.99,-8.39,Cheng et al. 2013; Nat. Comms
NAR-C-F,52.1,118.73,-8.16,-8.81,Cheng et al. 2013; Nat. Comms
NAR-C-F,52.8,118.78,-8.36,-8.58,Cheng et al. 2013; Nat. Comms
NAR-C-F,53.6,118.84,-8.13,-8.63,Cheng et al. 2013; Nat. Comms
NAR-C-F,54.3,118.89,-8.26,-8.63,Cheng et al. 2013; Nat. Comms
NAR-C-F,55,118.94,-7.2,-8.29,Cheng et al. 2013; Nat. Comms
NAR-D,0,217.42,-7.05,-7.94,Cheng et al. 2013; Nat. Comms
NAR-D,0.7,217.48,-6.66,-7.88,Cheng et al. 2013; Nat. Comms
NAR-D,1.4,217.54,-6.5,-7.99,Cheng et al. 2013; Nat. Comms
NAR-D,2.2,217.6,,,Cheng et al. 2013; Nat. Comms
NAR-D,2.9,217.65,-7.09,-7.98,Cheng et al. 2013; Nat. Comms
NAR-D,3.6,217.71,-7.18,-8.19,Cheng et al. 2013; Nat. Comms
NAR-D,4.3,217.77,-7.02,-7.99,Cheng et al. 2013; Nat. Comms
NAR-D,5.1,217.83,-7,-8.05,Cheng et al. 2013; Nat. Comms
NAR-D,5.8,217.89,-6.96,-8.02,Cheng et al. 2013; Nat. Comms
NAR-D,6.5,218.03,-6.95,-7.94,Cheng et al. 2013; Nat. Comms
NAR-D,8.5,218.18,-7.18,-8.14,Cheng et al. 2013; Nat. Comms
NAR-D,10.4,218.32,-7.02,-8.15,Cheng et al. 2013; Nat. Comms
NAR-D,12.4,218.47,-7.21,-8.23,Cheng et al. 2013; Nat. Comms
NAR-D,14.3,218.62,-7.43,-8.49,Cheng et al. 2013; Nat. Comms
NAR-D,16.3,218.76,-6.87,-8.22,Cheng et al. 2013; Nat. Comms
NAR-D,18.2,218.91,-7.05,-8.19,Cheng et al. 2013; Nat. Comms
NAR-D,20.2,219.06,-6.81,-8.04,Cheng et al. 2013; Nat. Comms
NAR-D,22.1,219.2,-6.91,-8.09,Cheng et al. 2013; Nat. Comms
NAR-D,24.1,219.35,-7.11,-8.11,Cheng et al. 2013; Nat. Comms
NAR-D,26,219.49,-7.05,-8.03,Cheng et al. 2013; Nat. Comms
NAR-D,27.8,219.64,-7.03,-8.17,Cheng et al. 2013; Nat. Comms
NAR-D,29.6,219.64,-7.06,-8.26,Cheng et al. 2013; Nat. Comms
NAR-D,31.4,219.64,-7.13,-8.44,Cheng et al. 2013; Nat. Comms
NAR-D,33.2,219.64,-6.99,-8.38,Cheng et al. 2013; Nat. Comms
NAR-D,35,219.65,-7.13,-8.53,Cheng et al. 2013; Nat. Comms
NAR-D,36.8,219.65,-7.31,-8.32,Cheng et al. 2013; Nat. Comms
NAR-D,38.6,219.65,-7.16,-8.37,Cheng et al. 2013; Nat. Comms
NAR-D,40.4,219.65,-7.29,-8.4,Cheng et al. 2013; Nat. Comms
NAR-D,42.2,219.65,-7.13,-8.27,Cheng et al. 2013; Nat. Comms
NAR-D,44,219.66,-7.29,-8.33,Cheng et al. 2013; Nat. Comms
NAR-D,46,219.67,-7.01,-8.27,Cheng et al. 2013; Nat. Comms
NAR-D,48,219.69,-7,-8.29,Cheng et al. 2013; Nat. Comms
NAR-D,50,219.7,-7.22,-8.55,Cheng et al. 2013; Nat. Comms
NAR-D,52,219.71,-7.14,-8.63,Cheng et al. 2013; Nat. Comms
NAR-D,54,219.72,-7.17,-8.27,Cheng et al. 2013; Nat. Comms
NAR-D,56,219.73,-7.23,-8.43,Cheng et al. 2013; Nat. Comms
NAR-D,58,219.74,-7.48,-8.63,Cheng et al. 2013; Nat. Comms
NAR-D,60,219.75,-7.22,-8.56,Cheng et al. 2013; Nat. Comms
NAR-D,62,219.76,-6.91,-8.37,Cheng et al. 2013; Nat. Comms
NAR-D,64,219.78,-7.04,-8.37,Cheng et al. 2013; Nat. Comms
NAR-D,65.8,219.79,-7,-8.41,Cheng et al. 2013; Nat. Comms
NAR-D,67.5,219.8,-7.11,-8.26,Cheng et al. 2013; Nat. Comms
NAR-D,69.3,219.81,-7.29,-8.35,Cheng et al. 2013; Nat. Comms
NAR-D,71,219.82,-7.56,-8.52,Cheng et al. 2013; Nat. Comms
NAR-D,72.8,219.83,-7.23,-8.22,Cheng et al. 2013; Nat. Comms
NAR-D,74.5,219.84,-7.21,-8.35,Cheng et al. 2013; Nat. Comms
NAR-D,76.3,219.85,-7.11,-8.36,Cheng et al. 2013; Nat. Comms
NAR-D,78,219.86,-7.43,-8.33,Cheng et al. 2013; Nat. Comms
NAR-D,79.8,219.88,-7.61,-8.37,Cheng et al. 2013; Nat. Comms
NAR-D,81.5,219.89,-7.14,-8.51,Cheng et al. 2013; Nat. Comms
NAR-D,83.1,219.9,-7.22,-8.13,Cheng et al. 2013; Nat. Comms
NAR-D,84.6,219.91,-7.28,-8.39,Cheng et al. 2013; Nat. Comms
NAR-D,86.2,219.92,-7.48,-8.18,Cheng et al. 2013; Nat. Comms
NAR-D,87.7,219.93,-7.1,-8.03,Cheng et al. 2013; Nat. Comms
NAR-D,89.3,219.94,-7.15,-8.1,Cheng et al. 2013; Nat. Comms
NAR-D,90.8,219.95,-7.5,-8.24,Cheng et al. 2013; Nat. Comms
NAR-D,92.4,219.97,-6.92,-7.94,Cheng et al. 2013; Nat. Comms
NAR-D,93.9,219.98,-7.02,-8.37,Cheng et al. 2013; Nat. Comms
NAR-D,95.5,219.99,-7.17,-8.19,Cheng et al. 2013; Nat. Comms
NAR-D,97,220,-7.06,-8.17,Cheng et al. 2013; Nat. Comms
NAR-D,98.8,220.01,-7.03,-8.41,Cheng et al. 2013; Nat. Comms
NAR-D,100.6,220.02,-7,-8.15,Cheng et al. 2013; Nat. Comms
NAR-D,102.4,220.03,-6.79,-8.33,Cheng et al. 2013; Nat. Comms
NAR-D,104.2,220.04,-7.16,-8.42,Cheng et al. 2013; Nat. Comms
NAR-D,106,220.05,-6.59,-8.22,Cheng et al. 2013; Nat. Comms
NAR-D,107.8,220.07,-6.73,-8.02,Cheng et al. 2013; Nat. Comms
NAR-D,109.6,220.08,-6.87,-7.9,Cheng et al. 2013; Nat. Comms
NAR-D,111.4,220.09,-6.89,-8.03,Cheng et al. 2013; Nat. Comms
NAR-D,113.2,220.1,-7.53,-8.01,Cheng et al. 2013; Nat. Comms
NAR-D,115,220.11,-7.59,-7.96,Cheng et al. 2013; Nat. Comms
NAR-D,116.6,220.12,-7.72,-7.95,Cheng et al. 2013; Nat. Comms
NAR-D,118.1,220.13,-7.74,-8.15,Cheng et al. 2013; Nat. Comms
NAR-D,119.7,220.14,-7.76,-8,Cheng et al. 2013; Nat. Comms
NAR-D,121.2,220.15,-7.79,-7.92,Cheng et al. 2013; Nat. Comms
NAR-D,122.8,220.17,-7.7,-7.73,Cheng et al. 2013; Nat. Comms
NAR-D,124.3,220.18,-7.77,-8.04,Cheng et al. 2013; Nat. Comms
NAR-D,125.9,220.19,-7.97,-8.05,Cheng et al. 2013; Nat. Comms
NAR-D,127.4,220.2,-8.28,-7.97,Cheng et al. 2013; Nat. Comms
NAR-D,129,220.21,-7.53,-7.38,Cheng et al. 2013; Nat. Comms
NAR-D,130.5,220.22,-7.43,-7.31,Cheng et al. 2013; Nat. Comms
NAR-D,131.8,220.23,-7.37,-7.2,Cheng et al. 2013; Nat. Comms
NAR-D,133.1,220.37,-7.52,-7.86,Cheng et al. 2013; Nat. Comms
NAR-D,134.4,220.51,-7.49,-8.08,Cheng et al. 2013; Nat. Comms
NAR-D,135.7,220.65,-7.3,-7.29,Cheng et al. 2013; Nat. Comms
NAR-D,137,220.79,-7.03,-7.47,Cheng et al. 2013; Nat. Comms
NAR-D,138.3,220.92,-7.55,-7.44,Cheng et al. 2013; Nat. Comms
NAR-D,139.6,221.06,-7.53,-7.57,Cheng et al. 2013; Nat. Comms
NAR-D,140.9,221.2,-7.68,-7.78,Cheng et al. 2013; Nat. Comms
NAR-D,142.2,221.71,-7.43,-7.68,Cheng et al. 2013; Nat. Comms
NAR-D,143.5,222.22,-7.46,-7.47,Cheng et al. 2013; Nat. Comms
NAR-D,144.7,222.73,-7.86,-7.49,Cheng et al. 2013; Nat. Comms
NAR-D,145.9,223.24,-6.94,-7.84,Cheng et al. 2013; Nat. Comms
NAR-D,147.1,223.75,-7.65,-7.87,Cheng et al. 2013; Nat. Comms
NAR-D,148.3,224.26,-7.67,-7.72,Cheng et al. 2013; Nat. Comms
NAR-D,149.5,224.76,-7.63,-8.07,Cheng et al. 2013; Nat. Comms
NAR-D,150.7,224.78,-7.67,-7.6,Cheng et al. 2013; Nat. Comms
NAR-D,151.9,224.79,-7.98,-7.9,Cheng et al. 2013; Nat. Comms
NAR-D,153.1,224.81,-7.85,-8.22,Cheng et al. 2013; Nat. Comms
NAR-D,154.3,224.82,-7.9,-7.96,Cheng et al. 2013; Nat. Comms
NAR-D,155.5,224.83,-7.89,-7.92,Cheng et al. 2013; Nat. Comms
NAR-D,156.8,224.85,-7.72,-8,Cheng et al. 2013; Nat. Comms
NAR-D,158,224.86,-7.72,-7.82,Cheng et al. 2013; Nat. Comms
NAR-D,159.3,224.87,-7.85,-8.09,Cheng et al. 2013; Nat. Comms
NAR-D,160.5,224.89,-7.86,-8.38,Cheng et al. 2013; Nat. Comms
NAR-D,161.8,224.9,-7.6,-7.96,Cheng et al. 2013; Nat. Comms
NAR-D,163,224.91,-7.78,-8.09,Cheng et al. 2013; Nat. Comms
NAR-D,164.3,224.93,-7.68,-7.65,Cheng et al. 2013; Nat. Comms
NAR-D,165.5,224.94,-7.78,-8.02,Cheng et al. 2013; Nat. Comms
NAR-D,166.8,224.95,-7.86,-7.87,Cheng et al. 2013; Nat. Comms
NAR-D,168,224.97,-7.96,-8.24,Cheng et al. 2013; Nat. Comms
NAR-D,169.2,224.98,-7.76,-8.08,Cheng et al. 2013; Nat. Comms
NAR-D,170.3,225,-7.47,-7.91,Cheng et al. 2013; Nat. Comms
NAR-D,171.5,225.01,-7.78,-8.2,Cheng et al. 2013; Nat. Comms
NAR-D,172.6,225.02,-7.76,-8.1,Cheng et al. 2013; Nat. Comms
NAR-D,173.8,225.04,-7.6,-8.31,Cheng et al. 2013; Nat. Comms
NAR-D,174.9,225.05,,,Cheng et al. 2013; Nat. Comms
NAR-D,176.1,225.06,-7.7,-8.2,Cheng et al. 2013; Nat. Comms
NAR-D,177.2,225.36,-7.61,-8.02,Cheng et al. 2013; Nat. Comms
NAR-D,178.4,225.66,-7.34,-7.76,Cheng et al. 2013; Nat. Comms
NAR-D,179.5,225.96,-7.55,-7.95,Cheng et al. 2013; Nat. Comms
NAR-D,181.1,226.27,-7.69,-7.72,Cheng et al. 2013; Nat. Comms
NAR-D,182.6,226.57,-8,-7.91,Cheng et al. 2013; Nat. Comms
NAR-D,184.2,226.87,-8.2,-7.99,Cheng et al. 2013; Nat. Comms
NAR-D,185.7,227.17,-8.26,-8.32,Cheng et al. 2013; Nat. Comms
NAR-D,187.3,227.47,-8.41,-8.65,Cheng et al. 2013; Nat. Comms
NAR-D,188.8,227.88,-8.45,-8.48,Cheng et al. 2013; Nat. Comms
NAR-D,190.4,228.3,-8.14,-8.27,Cheng et al. 2013; Nat. Comms
NAR-D,191.9,228.71,-8.38,-8.72,Cheng et al. 2013; Nat. Comms
NAR-D,193.5,229.13,-8.41,-8.55,Cheng et al. 2013; Nat. Comms
NAR-D,195,229.27,-8.33,-8.79,Cheng et al. 2013; Nat. Comms
NAR-D,196.6,229.41,-8.01,-8.71,Cheng et al. 2013; Nat. Comms
NAR-D,198.2,229.55,-8.09,-8.81,Cheng et al. 2013; Nat. Comms
NAR-D,199.8,229.69,-8.03,-8.59,Cheng et al. 2013; Nat. Comms
NAR-D,201.4,229.83,-8.58,-8.73,Cheng et al. 2013; Nat. Comms
NAR-D,203,230.35,-8.55,-8.54,Cheng et al. 2013; Nat. Comms
NAR-D,204.6,230.86,-8.71,-8.53,Cheng et al. 2013; Nat. Comms
NAR-D,206.2,231.38,-8.93,-8.59,Cheng et al. 2013; Nat. Comms
NAR-D,207.8,231.9,-8.67,-8.63,Cheng et al. 2013; Nat. Comms
NAR-D,209.4,232.42,-8.32,-8.67,Cheng et al. 2013; Nat. Comms
NAR-D,211,232.93,-8.52,-8.89,Cheng et al. 2013; Nat. Comms
NAR-D,212.5,233.02,-8.18,-8.86,Cheng et al. 2013; Nat. Comms
NAR-D,214,233.1,-8.23,-8.72,Cheng et al. 2013; Nat. Comms
NAR-D,215.5,233.18,-8.2,-8.89,Cheng et al. 2013; Nat. Comms
NAR-D,217,233.26,-8.23,-9.12,Cheng et al. 2013; Nat. Comms
NAR-D,218.5,233.3,-8.2,-9.44,Cheng et al. 2013; Nat. Comms
NAR-D,220,233.34,-8.28,-9.45,Cheng et al. 2013; Nat. Comms
NAR-D,221.5,233.39,-8.2,-9.42,Cheng et al. 2013; Nat. Comms
NAR-D,223,233.43,-8.44,-9.6,Cheng et al. 2013; Nat. Comms
NAR-D,224.5,233.47,-8.33,-9.48,Cheng et al. 2013; Nat. Comms
NAR-D,226,233.51,-8.57,-9.73,Cheng et al. 2013; Nat. Comms
NAR-D,227.5,233.56,-8.4,-9.71,Cheng et al. 2013; Nat. Comms
NAR-D,228.9,233.6,-8.65,-9.87,Cheng et al. 2013; Nat. Comms
NAR-D,230.4,233.64,-8.59,-9.93,Cheng et al. 2013; Nat. Comms
NAR-D,231.8,233.68,-8.42,-9.81,Cheng et al. 2013; Nat. Comms
NAR-D,233.3,233.72,-8.41,-9.89,Cheng et al. 2013; Nat. Comms
NAR-D,234.7,233.77,-8.28,-9.85,Cheng et al. 2013; Nat. Comms
NAR-D,236.2,233.81,-8.31,-9.7,Cheng et al. 2013; Nat. Comms
NAR-D,237.6,233.85,-8.22,-9.69,Cheng et al. 2013; Nat. Comms
NAR-D,239.1,234.07,-8.13,-9.44,Cheng et al. 2013; Nat. Comms
NAR-D,240.5,234.3,-7.61,-9.45,Cheng et al. 2013; Nat. Comms
NAR-D,242,234.52,-7.75,-9.76,Cheng et al. 2013; Nat. Comms
NAR-D,243.4,234.62,-7.94,-9.88,Cheng et al. 2013; Nat. Comms
NAR-D,244.9,234.73,-7.9,-10.08,Cheng et al. 2013; Nat. Comms
NAR-D,246.3,234.83,-7.88,-9.93,Cheng et al. 2013; Nat. Comms
NAR-D,247.8,234.94,-8.08,-9.86,Cheng et al. 2013; Nat. Comms
NAR-D,249.2,235.04,-8,-9.86,Cheng et al. 2013; Nat. Comms
NAR-D,250.7,235.14,-7.76,-9.71,Cheng et al. 2013; Nat. Comms
NAR-D,252.1,235.25,-7.82,-9.76,Cheng et al. 2013; Nat. Comms
NAR-D,253.6,235.35,-7.88,-9.82,Cheng et al. 2013; Nat. Comms
NAR-D,255,235.46,-7.76,-9.8,Cheng et al. 2013; Nat. Comms
NAR-D,256.2,235.56,-7.73,-9.6,Cheng et al. 2013; Nat. Comms
NAR-D,257.4,235.66,-7.67,-9.66,Cheng et al. 2013; Nat. Comms
NAR-D,258.6,235.77,-7.71,-9.67,Cheng et al. 2013; Nat. Comms
NAR-D,259.8,235.87,-7.55,-9.64,Cheng et al. 2013; Nat. Comms
NAR-D,261,235.97,-7.84,-9.72,Cheng et al. 2013; Nat. Comms
NAR-D,262.2,236.08,-7.82,-9.56,Cheng et al. 2013; Nat. Comms
NAR-D,263.4,236.18,-7.71,-9.79,Cheng et al. 2013; Nat. Comms
NAR-D,264.6,236.29,-7.56,-9.67,Cheng et al. 2013; Nat. Comms
NAR-D,265.8,236.39,-7.38,-9.32,Cheng et al. 2013; Nat. Comms
NAR-D,267,236.49,-7.44,-9.52,Cheng et al. 2013; Nat. Comms
NAR-D,268.3,236.6,-7.31,-9.45,Cheng et al. 2013; Nat. Comms
NAR-D,269.6,236.7,-7.34,-9.56,Cheng et al. 2013; Nat. Comms
NAR-D,270.9,236.81,-7.38,-9.6,Cheng et al. 2013; Nat. Comms
NAR-D,272.2,236.91,-7.44,-9.74,Cheng et al. 2013; Nat. Comms
NAR-D,273.5,237.01,-7.31,-9.85,Cheng et al. 2013; Nat. Comms
NAR-D,274.8,237.12,-7.29,-9.78,Cheng et al. 2013; Nat. Comms
NAR-D,276.1,237.22,-7.36,-9.63,Cheng et al. 2013; Nat. Comms
